restaurant name,UMAP Component 1 (Semantic Similarity Axis),UMAP Component 2 (Theme Variation Axis),cluster,Primary Theme,Number of Posts,Primary Theme %,All Themes,restaurant_id,name,days_in_advance
VIVIN Sukhumvit 22,-1.324625,8.032325,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6630,VIVIN Sukhumvit 22,90
Va Presto,5.5386014,7.477265,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6610,Va Presto,90
Vamps Cuisine,0.7720865,9.86201,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3956,Vamps Cuisine,90
Vana Nava Sky Bar Rooftop at Holiday Inn (Hua Hin),-2.028116,2.4093564,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3586,Vana Nava Sky Bar Rooftop at Holiday Inn (Hua Hin),90
Vana Nava Water Jungle (Hua Hin),-2.6179047,2.809142,1,Restaurant with Good View,1,100.0,Restaurant with Good View,4194,Vana Nava Water Jungle (Hua Hin),90
Vantage Point QSNCC,4.9999638,10.048727,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3901,Vantage Point QSNCC,180
Vasco's At Hilton Kuala Lumpur,3.461168,14.455912,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6772,Vasco's At Hilton Kuala Lumpur,90
Veganerie Grand Palace,3.5188844,14.025999,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6442,Veganerie Grand Palace,90
Veganerie Lasalle,2.9728491,9.5414295,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5676,Veganerie Lasalle,90
Veganerie Nana,4.1979403,14.595603,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5686,Veganerie Nana,90
Veganerie Ratchathewi,3.3140497,12.485515,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5673,Veganerie Ratchathewi,90
Veganerie Silom,3.1797225,13.564128,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5675,Veganerie Silom,90
Vegas Cafe & Gallery,0.64679885,15.736293,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6132,Vegas Cafe & Gallery,90
Vela - Low&Slow Cooked Phet Kasem,5.84156,9.589403,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4245,Vela - Low&Slow Cooked Phet Kasem,90
Vela - Low&Slow Cooked Phutthamonthon Sai 2,5.775941,9.605229,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4244,Vela - Low&Slow Cooked Phutthamonthon Sai 2,90
Vela - Low&Slow Cooked Rattanathibet,5.059773,9.79011,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4247,Vela - Low&Slow Cooked Rattanathibet,90
Ventisi Restaurant Centara Grand at CentralWorld,3.4206762,13.439005,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2015,Ventisi Restaurant Centara Grand at CentralWorld,90
Verandah Rooftop Rotisserie At Momentus Hotel Alexandra,-3.0874565,8.8471775,3,Good Location,1,100.0,Good Location,6079,Verandah Rooftop Rotisserie At Momentus Hotel Alexandra,90
Versailles Palace Jaransanitwong,4.4949393,9.826235,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4742,Versailles Palace Jaransanitwong,90
Versailles Palace Nonthaburi,4.611741,9.784836,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4741,Versailles Palace Nonthaburi,90
Vertigo Rooftop Banyan Tree,-3.2895315,9.92079,3,Good Location,1,100.0,Good Location,280,Vertigo Rooftop Banyan Tree,240
View & Grill Rooftop Bar-B-Q,-2.6459017,8.752347,3,Good Location,1,100.0,Good Location,3763,View & Grill Rooftop Bar-B-Q,90
View Tiew Mai,2.1531305,13.983498,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6286,View Tiew Mai,90
Vincere La Pizza,2.8419857,7.403441,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4829,Vincere La Pizza,90
Vinifera Wine Bar & Restaurant,-0.3933026,10.189498,3,Good Location,1,100.0,Good Location,3195,Vinifera Wine Bar & Restaurant,90
Virgin Rooftop (Pattaya),-4.4251947,8.029415,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2144,Virgin Rooftop (Pattaya),90
Vision Bistro,0.20527126,7.2609673,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5353,Vision Bistro,90
Viva Alangka Cruise,5.9108515,12.334245,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3932,Viva Alangka Cruise,90
W Omakase Pradit Manutham,2.8500664,1.3953716,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3818,W Omakase Pradit Manutham,90
WINESTONE Mercure on Steven SG,1.9378833,12.901938,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6311,WINESTONE Mercure on Steven SG,90
Waa Cow! Vivocity,5.0671453,10.972291,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6465,Waa Cow! Vivocity,90
Wagyu Volcano,6.3262825,10.798682,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6746,Wagyu Volcano,90
Wagyu Yakiniku Ken,6.950268,12.203013,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4174,Wagyu Yakiniku Ken,90
Wahn Jeab,4.3647437,14.97026,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5987,Wahn Jeab,90
Wake Me Up Café & Bistro,0.039305612,7.4399548,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5018,Wake Me Up Café & Bistro,90
Walala Beach Bar at Cape Dara Resort (Pattaya),-3.2454023,6.1045113,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6480,Walala Beach Bar at Cape Dara Resort (Pattaya),90
Walk Rooftop Bar at Centara Watergate Pavilion Hotel Bangkok,-2.7784846,9.211571,3,Good Location,1,100.0,Good Location,4338,Walk Rooftop Bar at Centara Watergate Pavilion Hotel Bangkok,90
Wander BKK,0.6951689,12.22511,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6154,Wander BKK,90
Wangluang,6.3189507,11.806804,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5927,Wangluang,90
Wanwaan.BKK,1.0442113,9.011771,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5078,Wanwaan.BKK,90
Washo Japanese Restaurant,0.77028495,12.367137,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6428,Washo Japanese Restaurant,90
Waves & Wind Grande Centre Point (Pattaya),-5.0808463,7.2940955,1,Restaurant with Good View,1,100.0,Restaurant with Good View,4009,Waves & Wind Grande Centre Point (Pattaya),90
Weaver Experience Dining at SILQ Hotel & Residence,0.74554867,12.441153,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4125,Weaver Experience Dining at SILQ Hotel & Residence,90
West Coast Thailand,5.1264873,14.0771265,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6570,West Coast Thailand,90
Whale Klang Krung by Na Klongwan,2.6682916,10.856774,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5328,Whale Klang Krung by Na Klongwan,90
White Lotus Restaurant and Rooftop at Hilton Resort & Spa (Hua Hin),-1.7803651,2.9643219,1,Restaurant with Good View,1,100.0,Restaurant with Good View,2594,White Lotus Restaurant and Rooftop at Hilton Resort & Spa (Hua Hin),90
Whole Gain Changmoi (Chiangmai),6.4236526,10.780663,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6534,Whole Gain Changmoi (Chiangmai),90
Whole Gain Old Town (Chiangmai),4.3642545,12.988073,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6535,Whole Gain Old Town (Chiangmai),90
Wine I Love You Asiatique The Riverfront,-0.18129897,10.025756,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3248,Wine I Love You Asiatique The Riverfront,90
Wine Society,-0.76894534,9.990102,3,Good Location,1,100.0,Good Location,5914,Wine Society,90
Wine Universe Singapore,-0.15809084,11.112157,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6359,Wine Universe Singapore,90
Witch Luck Cafe & Restaurants,0.18586078,16.154913,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6372,Witch Luck Cafe & Restaurants,90
Wok Wok Andaz Pattaya Jomtien Beach (Pattaya),-4.3537006,6.2864733,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3969,Wok Wok Andaz Pattaya Jomtien Beach (Pattaya),90
Wonderful Pearl Cruise,3.880974,14.178907,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5992,Wonderful Pearl Cruise,90
Wuunwine,-0.1744884,10.325797,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6854,Wuunwine,90
XSO Kitchen at Best Western Plus Nexen (Pattaya),-4.27628,7.13194,1,Restaurant with Good View,1,100.0,Restaurant with Good View,6669,XSO Kitchen at Best Western Plus Nexen (Pattaya),90
XYZ Pinklao,5.3241634,9.621908,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6636,XYZ Pinklao,90
Xi An Yiam  Banthat Thong,0.5283354,10.080985,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5611,Xi An Yiam  Banthat Thong,90
Xi An Yiam New Petchaburi,5.6560483,9.731556,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5622,Xi An Yiam New Petchaburi,90
Xiao Fuwang Hotpot (Central Westville),5.542792,7.255166,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6202,Xiao Fuwang Hotpot (Central Westville),90
YANKII- Robatayaki & Bar,-2.8281078,12.293663,3,Good Location,1,100.0,Good Location,6099,YANKII- Robatayaki & Bar,90
YAWA Modern Japanese Cuisine,0.26139626,11.042624,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4645,YAWA Modern Japanese Cuisine,90
Yakiniku En,2.8172033,13.518205,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6029,Yakiniku En,90
Yakiniku Tan & Shabushabu,6.9646707,7.910558,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,6502,Yakiniku Tan & Shabushabu,90
Yang Gao Gorn,2.0803833,10.514361,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5001,Yang Gao Gorn,90
Yanghin Seuton Geulil Rama 4,6.083172,3.0935485,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5423,Yanghin Seuton Geulil Rama 4,90
Yao Rooftop Bar Bangkok Marriott Hotel The Surawongse,-2.6431527,8.750421,3,Good Location,1,100.0,Good Location,1146,Yao Rooftop Bar Bangkok Marriott Hotel The Surawongse,60
Ye Lai Xiang 夜来香 Huai Khwang,6.8774295,13.816918,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4629,Ye Lai Xiang 夜来香 Huai Khwang,90
Ye Lai Xiang 夜来香 Mrt Huai Khwang,1.178764,9.361482,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4628,Ye Lai Xiang 夜来香 Mrt Huai Khwang,90
Ye Lai Xiang 夜来香 Ratchada Soi 13,1.2788633,9.679567,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5035,Ye Lai Xiang 夜来香 Ratchada Soi 13,90
Ye Lai Xiang 夜来香 Rca 2,2.7413468,9.1145115,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5485,Ye Lai Xiang 夜来香 Rca 2,90
Yelo Osha,3.4269042,10.89879,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5598,Yelo Osha,90
Yenney,3.476339,8.971755,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5971,Yenney,90
Yeon,1.1408685,16.014345,4,Extensive Alcohol Beverage Options,1,100.0,Extensive Alcohol Beverage Options,6305,Yeon,90
Yi Pin Xiang Bang Rak,2.2975109,9.403364,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5418,Yi Pin Xiang Bang Rak,90
Yin D House (Chonburi),3.0362895,17.923521,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,2069,Yin D House (Chonburi),90
Yoki Niku よきにく (Chonburi),6.792813,10.130947,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6157,Yoki Niku よきにく (Chonburi),90
Yokkrok Zabzone,3.6998656,10.47434,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6532,Yokkrok Zabzone,90
You & I Restaurant and Bar at We Hotel Riverfront,-0.89494413,11.062669,3,Good Location,1,100.0,Good Location,4914,You & I Restaurant and Bar at We Hotel Riverfront,90
You&I Premium Suki Buffet Central Eastville,8.516003,7.4974055,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,1238,You&I Premium Suki Buffet Central Eastville,90
You&I Premium Suki Buffet Central Phuket (Phuket),1.1171831,4.535275,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,3660,You&I Premium Suki Buffet Central Phuket (Phuket),90
You&I Premium Suki Buffet Central Westgate,8.1608925,7.6261783,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,1236,You&I Premium Suki Buffet Central Westgate,90
You&I Premium Suki Buffet CentralWorld,9.093069,7.934539,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,2884,You&I Premium Suki Buffet CentralWorld,90
You&I Premium Suki Buffet Mega Bangna,8.593631,8.355871,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,1235,You&I Premium Suki Buffet Mega Bangna,90
You&I Premium Suki Buffet Passione Shopping Destination (Rayong),8.897619,7.951772,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,3935,You&I Premium Suki Buffet Passione Shopping Destination (Rayong),90
You&I Premium Suki Buffet Samyan Mitrtown,8.687446,8.315648,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,1336,You&I Premium Suki Buffet Samyan Mitrtown,90
You&I Premium Suki Buffet Siam Center,9.13497,6.9497857,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,3111,You&I Premium Suki Buffet Siam Center,90
You&I Premium Suki Buffet Terminal 21 Rama 3,8.577822,7.243766,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,3409,You&I Premium Suki Buffet Terminal 21 Rama 3,90
You&I Premium Suki Buffet The Crystal Ratchapruek,9.041431,7.85642,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,1410,You&I Premium Suki Buffet The Crystal Ratchapruek,90
You&I Premium Suki Buffet The EmQuartier,8.416037,8.343415,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,1365,You&I Premium Suki Buffet The EmQuartier,240
You&I Premium Suki Buffet The Mall Bangkae,8.669609,8.7201805,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,1364,You&I Premium Suki Buffet The Mall Bangkae,90
You&I Premium Suki Buffet The Mall Ngamwongwan,8.829659,8.559283,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,3543,You&I Premium Suki Buffet The Mall Ngamwongwan,90
You&I Premium Suki Buffet The Nine Center,8.707298,8.491294,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,1337,You&I Premium Suki Buffet The Nine Center,90
Yu Gu Xiang 遇故湘,1.8508384,9.809782,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6352,Yu Gu Xiang 遇故湘,90
Yuki Wagyu Shabu Izakaya,7.4101257,5.7300987,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,5694,Yuki Wagyu Shabu Izakaya,90
Yum&Tum K-Village,3.9074848,10.631943,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,3889,Yum&Tum K-Village,90
Yume and Mellow Izakaya,5.241281,10.269339,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5104,Yume and Mellow Izakaya,90
Yummhee Yummy,4.62333,10.749894,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5393,Yummhee Yummy,90
Yunnan (Chon buri),2.5215168,9.233516,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4309,Yunnan (Chon buri),90
Yunnan (Rayong),2.5781486,12.28835,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4310,Yunnan (Rayong),90
Yunnan Bangpoon,3.6649415,11.014486,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4308,Yunnan Bangpoon,90
Yunnan Renjia,1.299999,8.880229,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6204,Yunnan Renjia,90
Yuppies’ Yummies,5.139795,13.286702,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4969,Yuppies’ Yummies,90
Yurijin Izakaya & Japanese Dining Ekkamai,0.250611,12.279298,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6842,Yurijin Izakaya & Japanese Dining Ekkamai,90
Yurijin Izakaya & Japanese Dining Ratchada,0.32570106,12.139176,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4167,Yurijin Izakaya & Japanese Dining Ratchada,90
YuuPot Shabu and Grill  Wayra Ramkhamhaen,6.4422374,5.328831,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,4970,YuuPot Shabu and Grill  Wayra Ramkhamhaen,90
Yuufuku Japanese Food,1.4614968,12.171743,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6628,Yuufuku Japanese Food,90
Yuzu Suki ゆずすき - ICONSIAM,4.8413014,10.239645,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6809,Yuzu Suki ゆずすき - ICONSIAM,90
ZILA STREET BISTRO & BAR @MASON,0.2067996,8.028205,3,Good Location,1,100.0,Good Location,3000,ZILA STREET BISTRO & BAR @MASON,90
Zaap Classic Emquartier,3.5468583,9.3779335,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4302,Zaap Classic Emquartier,90
Zaap Classic Lotus’s Sukhaphiban 3,6.6049237,13.097715,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4306,Zaap Classic Lotus’s Sukhaphiban 3,90
Zaap Classic Phahon Yothin,6.97127,13.475747,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4305,Zaap Classic Phahon Yothin,90
Zaap Classic Pridi Banomyong,4.8686404,10.576555,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4303,Zaap Classic Pridi Banomyong,90
Zaap Classic Seacon Square Srinagarindra,6.0384903,10.162933,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,4710,Zaap Classic Seacon Square Srinagarindra,90
Zaap Classic The Mall Bangkhae,5.007474,10.109899,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5214,Zaap Classic The Mall Bangkhae,90
Zaap Classic The Mall Thapra,5.1718707,10.78822,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5422,Zaap Classic The Mall Thapra,90
Zab Siam,10.151783,3.8602467,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5114,Zab Siam,90
Zabzone,3.408085,14.727758,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6386,Zabzone,90
Zaozen The Mall Lifestore Ngamwongwan,5.1451597,12.821265,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6541,Zaozen The Mall Lifestore Ngamwongwan,90
Zeascape at Zenmaya Oceanfront (Phuket),0.2612018,4.3869715,1,Restaurant with Good View,1,100.0,Restaurant with Good View,3579,Zeascape at Zenmaya Oceanfront (Phuket),90
Zest Bar & Terrace @ The Westin Grande Sukhumvit,-2.0858068,9.958445,3,Good Location,1,100.0,Good Location,1559,Zest Bar & Terrace @ The Westin Grande Sukhumvit,90
Zhang Restaurant (Rama Gardens Hotel),7.031313,2.9271424,2,Attentive Service but Pricey,1,100.0,Attentive Service but Pricey,1807,Zhang Restaurant (Rama Gardens Hotel),90
Zheng Huang Qi Dumpling King,2.1484969,9.644558,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,6858,Zheng Huang Qi Dumpling King,90
Zhong Ped Pa Low Wanghin,5.742145,13.444123,0,Various Menus & Quality Food,1,100.0,Various Menus & Quality Food,5047,Zhong Ped Pa Low Wanghin,90
